"proposition","source"
"Nous proposerons de créer un Fonds européen de défense qui financera des équipements militaires communs (ex. drone européen) et des programmes conjoints de recherche‑développement en matière militaire.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de mettre en place un Quartier Général européen permanent chargé d’assurer une planification et un contrôle des opérations de défense européenne, en lien étroit avec les centres de commandement nationaux et l’OTAN.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de créer un Conseil de sécurité européen rassemblant les principaux responsables militaires, diplomatiques et du renseignement des Etats membres.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Pour cela, nous mettrons en place une coopération spécifique entre les Etats membres qui souhaitent avancer ensemble sur les questions de défense sans attendre la participation de tous les pays de l’UE.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons d’établir un véritable système d’information européen pour faciliter les actions de renseignement : une base de données centralisée avec un échange obligatoire d’informations, accessible aux services de renseignement des différents Etats membres.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de renforcer et d’harmoniser la sécurité des cartes d’identité (biométrie).","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de créer un budget pour la zone euro avec 3 fonctions (investissements d’avenir, assistance financière d’urgence et réponse aux crises économiques). L’accès à ce budget sera conditionné au respect de règles communes en matière fiscale et sociale (pour éviter le dumping au sein de la zone euro).","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de créer un poste de ministre de l’Economie et des Finances de la zone euro, qui aura la responsabilité du budget de la zone euro, sous le contrôle d’un Parlement de la zone euro, rassemblant les parlementaires européens des Etats membres.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous exigerons que soit mis en place un socle de droits sociaux européens, en définissant des standards minimums en matière de droits à la formation, de couverture santé, d’assurance chômage ou de salaire minimum (à des niveaux tenant compte de l'inégal développement des Etats membres).","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous défendrons le renforcement des instruments anti-dumping, qui doivent être plus dissuasifs et plus réactifs (par ex. pour lutter contre la concurrence déloyale de pays comme la Chine ou l’Inde sur l’acier).","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous défendrons un ""Buy European Act"" permettant de réserver l’accès aux marchés publics européens aux entreprises qui localisent au moins la moitié de leur production en Europe.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de mettre en place au niveau européen un instrument de contrôle des investissements étrangers en Europe pour préserver nos intérêts et secteurs stratégiques, à l’instar de ce que font les Etats-Unis ou la Chine ou de ce qui existe en France.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de créer un « procureur commercial européen », pour vérifier le respect des engagements pris par nos partenaires et sanctionner rapidement leur violation, notamment en matière sociale, environnementale ou fiscale.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous exigerons que soit intégré dans tous les accords commerciaux de l’UE un volet de coopération fiscale ainsi que des clauses sociales et environnementales contraignantes (en abaissant en priorité les tarifs douaniers sur les biens et services « propres » et en instituant des sanctions commerciales en cas de violation des clauses sociales et environnementales).","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons la mise en place des comités de vigilance associant des représentants d’associations et d’ONG au cours de la négociation, puis pour l’application des accords commerciaux et l’évaluation de leur impact.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous réformerons le marché carbone européen, en agissant par la fixation d'un prix plancher de la tonne de carbone. C’est la condition d’une transition énergétique efficace et équitable pour nos entreprises.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous rendrons la politique agricole commune plus protectrice et plus réactive, en mettant en place des mécanismes de stabilisation des revenus adaptés à chaque filière (subvention contra-cyclique, régulation de la production…) et en favorisant une agriculture plus respectueuse de l’environnement.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous promouvrons la mise en place d’un Fonds européen de financement en capital-risque pour accompagner la croissance des start-up européennes du numérique. Ce fonds devra être doté d’au moins 5 milliards d'euros.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous devrons renégocier avec les Etats-Unis le  *Privacy Shield*, le cadre de protection des données, d’ici 2018, afin de garantir la préservation des données personnelles de tous les Européens.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons la mise en place d'une Agence européenne pour la confiance numérique, chargée de réguler les grandes plateformes numériques pour garantir la protection des données personnelles et la loyauté de leur fonctionnement.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous proposerons de généraliser progressivement le programme « Erasmus », avec l’objectif de 200 000 jeunes Français par an (soit 25% d’une classe d’âge) effectuant au moins un semestre à l’étranger d’ici 2022.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
"Nous inciterons à la création d’un statut européen de l’apprenti facilitant la mobilité.","https://en-marche.fr/emmanuel-macron/le-programme/europe"
